"","ID","step","angle","x","y","(Intercept)"
"1","1002-2012",0.161195216868954,NA,662.721500191276,5872.33225251657,1
"2","1002-2012",NA,NA,662.56206509338,5872.30849651732,1
"3","1002-2012",NA,NA,NA,NA,1
"4","1002-2012",0.00297625352011143,NA,661.729086429735,5872.3387359303,1
"5","1002-2012",NA,NA,661.728584663939,5872.34166958265,1
"6","1002-2012",NA,NA,NA,NA,1
"7","1002-2012",0.00527379715784654,NA,661.733307186325,5872.34453374581,1
"8","1002-2012",NA,NA,661.734240947342,5872.33934327119,1
"9","1002-2012",NA,NA,NA,NA,1
"10","1002-2012",0.0775332913937746,NA,662.491661849114,5872.28129143675,1
"11","1002-2012",NA,NA,662.567278464791,5872.26415846539,1
"12","1002-2012",NA,NA,NA,NA,1
"13","1002-2012",0.0403648938937385,NA,662.558514061984,5872.26855005198,1
"14","1002-2012",NA,NA,662.595431817236,5872.28487193932,1
"15","1002-2012",NA,NA,NA,NA,1
"16","1002-2012",0.0407461773005628,NA,662.611380517095,5872.27571267027,1
"17","1002-2012",NA,NA,662.583819888939,5872.30572371391,1
"18","1002-2012",NA,NA,NA,NA,1
"19","1002-2012",0.0360259999896641,NA,662.15588585755,5873.01456190444,1
"20","1002-2012",NA,NA,662.123040721514,5872.99976090063,1
"21","1002-2012",NA,NA,NA,NA,1
"22","1002-2012",0.106093222272261,NA,662.163411946823,5873.01556137541,1
"23","1002-2012",NA,NA,662.264598841481,5873.04745156452,1
"24","1002-2012",NA,NA,NA,NA,1
"25","1002-2012",NA,NA,662.395271448811,5873.02453446948,1
"26","1002-2012",NA,NA,NA,NA,1
"27","1002-2012",0.817388050263916,NA,662.393235259352,5872.92990411988,1
"28","1002-2012",NA,NA,661.76320769348,5872.4091465074,1
"29","1002-2012",NA,NA,NA,NA,1
"30","1002-2012",0.0314725040590914,NA,661.763874109295,5872.41611649951,1
"31","1002-2012",NA,NA,661.753859587992,5872.44595318623,1
"32","1002-2012",NA,NA,NA,NA,1
"33","1002-2012",0.647739967026198,NA,661.751799593682,5872.45005923273,1
"34","1002-2012",NA,NA,662.209025098165,5872.90887499416,1
"35","1002-2012",NA,NA,NA,NA,1
"36","1002-2012",0.0589479844038814,NA,662.306061481203,5872.87377721925,1
"37","1002-2012",NA,NA,662.359051402517,5872.89960226725,1
"38","1002-2012",NA,NA,NA,NA,1
"39","1002-2012",0.254694056592871,NA,662.584556066906,5872.92042811076,1
"40","1002-2012",NA,NA,662.346407005235,5873.01072809353,1
"41","1002-2012",NA,NA,NA,NA,1
"42","1002-2012",0.117368755882869,NA,662.194061311823,5872.95451036607,1
"43","1002-2012",NA,NA,662.076828695039,5872.94885895744,1
"44","1002-2012",NA,NA,NA,NA,1
"45","1002-2012",0.0116651718255194,NA,662.031730791789,5873.04093364945,1
"46","1002-2012",NA,NA,662.025689601177,5873.03095465903,1
"47","1002-2012",NA,NA,NA,NA,1
"48","1002-2012",0.676956703448667,NA,662.377784305888,5872.88731848933,1
"49","1002-2012",NA,NA,662.660248724514,5872.27210776888,1
"50","1002-2012",NA,NA,NA,NA,1
"51","1002-2012",0.731843525414798,NA,662.511891123952,5872.42668360613,1
"52","1002-2012",NA,NA,661.780074559402,5872.42040176395,1
"53","1002-2012",NA,NA,NA,NA,1
"54","1002-2012",0.0291114054688251,NA,661.780423362164,5872.41282010452,1
"55","1002-2012",NA,NA,661.77957969554,5872.38372092661,1
"56","1002-2012",NA,NA,NA,NA,1
"57","1002-2012",0.737231652559228,NA,661.786985846111,5872.39292147126,1
"58","1002-2012",NA,NA,662.516576463724,5872.28705343913,1
"59","1002-2012",NA,NA,NA,NA,1
"60","1002-2012",3.83478092399488,NA,662.702722530496,5870.37386912046,1
"61","1002-2012",NA,NA,663.859130490438,5866.71760526712,1
"62","1002-2012",NA,NA,NA,NA,1
"63","1002-2012",0.00572872898799295,NA,663.854531661503,5866.74860233482,1
"64","1002-2012",NA,NA,663.858428887247,5866.74440352936,1
"65","1002-2012",NA,NA,NA,NA,1
"66","1002-2012",0.0205099639347432,NA,663.848278249252,5866.7270792472,1
"67","1002-2012",NA,NA,663.857559325121,5866.70878935241,1
"68","1002-2012",NA,NA,NA,NA,1
"69","1002-2012",0.0896400864487902,NA,666.74094961519,5869.40666686149,1
"70","1002-2012",NA,NA,666.656756166312,5869.37589661182,1
"71","1002-2012",NA,NA,NA,NA,1
"72","1002-2012",0.124448604881423,NA,666.680720029786,5869.38325003219,1
"73","1002-2012",NA,NA,666.720756082037,5869.26541722786,1
"74","1002-2012",NA,NA,NA,NA,1
"75","1002-2012",0.383688430508481,NA,663.981066871367,5867.38369524713,1
"76","1002-2012",NA,NA,664.174758150985,5867.05248458923,1
"77","1002-2012",NA,NA,NA,NA,1
"78","1002-2012",0.00344886416118685,NA,663.958718308453,5867.38880320433,1
"79","1002-2012",NA,NA,663.957030953295,5867.38579529865,1
"80","1002-2012",NA,NA,NA,NA,1
"81","1002-2012",0.0165795055428098,NA,663.9553498884,5867.38557114359,1
"82","1002-2012",NA,NA,663.943817206744,5867.39748236762,1
"83","1002-2012",NA,NA,NA,NA,1
"84","1002-2012",0.0850437888522823,NA,666.631787406054,5869.2427442189,1
"85","1002-2012",NA,NA,666.627789701635,5869.15779444326,1
"86","1002-2012",NA,NA,NA,NA,1
"87","1002-2012",0.120616063159414,NA,666.626966898918,5869.25767598979,1
"88","1002-2012",NA,NA,666.684407783895,5869.36373625297,1
"89","1002-2012",NA,NA,NA,NA,1
"90","1002-2012",0.0756332744733698,NA,666.659583597293,5869.36959201917,1
"91","1002-2012",NA,NA,666.587588885473,5869.34641544312,1
"92","1002-2012",NA,NA,NA,NA,1
"93","1002-2012",0.0760645709391625,NA,666.669103191151,5869.36483268874,1
"94","1002-2012",NA,NA,666.709459413407,5869.30035638086,1
"95","1002-2012",NA,NA,NA,NA,1
"96","1002-2012",2.49132204889484,NA,666.657977073775,5869.30926531827,1
"97","1002-2012",NA,NA,666.2185220665,5866.85700822574,1
"98","1002-2012",NA,NA,NA,NA,1
"99","1002-2012",1.50687389244833,NA,666.666433153835,5866.6408760544,1
"100","1002-2012",NA,NA,666.789285470209,5865.13901845926,1
"101","1002-2012",NA,NA,NA,NA,1
"102","1002-2012",0.106849577320774,NA,666.729718849617,5865.09618625285,1
"103","1002-2012",NA,NA,666.714483239045,5864.99042847136,1
"104","1002-2012",NA,NA,NA,NA,1
"105","1002-2012",0.131848714304911,NA,666.603504807759,5865.09583672898,1
"106","1002-2012",NA,NA,666.720646916522,5865.03532383929,1
"107","1002-2012",NA,NA,NA,NA,1
"108","1002-2012",0.0672948448769784,NA,666.64807859542,5869.2259598149,1
"109","1002-2012",NA,NA,666.646853461597,5869.15867612301,1
"110","1002-2012",NA,NA,NA,NA,1
"111","1002-2012",0.0687071191623288,NA,666.737058339588,5869.22148751522,1
"112","1002-2012",NA,NA,666.679482043989,5869.25897935979,1
"113","1002-2012",NA,NA,NA,NA,1
"114","1002-2012",0.00867863251684362,NA,666.700563910847,5869.2191898354,1
"115","1002-2012",NA,NA,666.709242282255,5869.21912251465,1
"116","1002-2012",NA,NA,NA,NA,1
"117","1002-2012",0.0352373483484801,NA,666.718068091159,5869.23248854573,1
"118","1002-2012",NA,NA,666.721178655522,5869.19738875787,1
"119","1002-2012",NA,NA,NA,NA,1
"120","1002-2012",0.0264205596575321,NA,666.621498699137,5866.71170910391,1
"121","1002-2012",NA,NA,666.595363721343,5866.71558323714,1
"122","1002-2012",NA,NA,NA,NA,1
"123","1002-2012",0.0201347861642469,NA,666.617568602757,5866.70976959006,1
"124","1002-2012",NA,NA,666.630812509773,5866.72493562253,1
"125","1002-2012",NA,NA,NA,NA,1
"126","1002-2012",0.00794950148561938,NA,666.622014910917,5866.69910045525,1
"127","1002-2012",NA,NA,666.62790698377,5866.7044369383,1
"128","1002-2012",NA,NA,NA,NA,1
"129","1002-2012",0.297406264203872,NA,666.588432023719,5866.72203568825,1
"130","1002-2012",NA,NA,666.459209883024,5866.9899015583,1
"131","1002-2012",NA,NA,NA,NA,1
"132","1002-2012",0.0462223040856579,NA,666.800444248826,5869.28804914282,1
"133","1002-2012",NA,NA,666.754313631807,5869.28513923416,1
"134","1002-2012",NA,NA,NA,NA,1
"135","1002-2012",0.100429462463511,NA,666.705771338203,5869.27456375355,1
"136","1002-2012",NA,NA,666.687787249724,5869.17575763282,1
"137","1002-2012",NA,NA,NA,NA,1
"138","1002-2012",0.0285755879408462,NA,666.683668746236,5869.23515150343,1
"139","1002-2012",NA,NA,666.668110969775,5869.25912064647,1
"140","1002-2012",NA,NA,NA,NA,1
"141","1002-2012",0.383892502415542,NA,666.607514258783,5866.71798476181,1
"142","1002-2012",NA,NA,666.288349780782,5866.93130960657,1
"143","1002-2012",NA,NA,NA,NA,1
"144","1002-2012",0.0325125130612427,NA,666.92276278714,5869.74748622839,1
"145","1002-2012",NA,NA,666.890514776548,5869.75162498647,1
"146","1002-2012",NA,NA,NA,NA,1
"147","1002-2012",2.96042483436343,NA,666.955048268665,5869.66480576103,1
"148","1002-2012",NA,NA,666.630076854525,5866.72227134664,1
"149","1002-2012",NA,NA,NA,NA,1
"150","1002-2012",0.0104261776405903,NA,666.616820630217,5866.71720384565,1
"151","1002-2012",NA,NA,666.611002688008,5866.70855186734,1
"152","1002-2012",NA,NA,NA,NA,1
"153","1002-2012",0.0336222515585134,NA,666.628468990016,5866.72109123279,1
"154","1002-2012",NA,NA,666.607008824764,5866.69520847584,1
"155","1002-2012",NA,NA,NA,NA,1
"156","1002-2012",0.0552937420911401,NA,666.931069582846,5869.74957772805,1
"157","1002-2012",NA,NA,666.971897150812,5869.71228821734,1
"158","1002-2012",NA,NA,NA,NA,1
"159","1002-2012",0.145734154511808,NA,666.797324487176,5869.6916796285,1
"160","1002-2012",NA,NA,666.937519834848,5869.65188379602,1
"161","1002-2012",NA,NA,NA,NA,1
"162","1002-2012",0.00850807716709433,NA,666.813610642687,5869.64956455235,1
"163","1002-2012",NA,NA,666.820063032076,5869.65511018561,1
"164","1002-2012",NA,NA,NA,NA,1
"165","1002-2012",0.130545469699802,NA,666.826404065066,5869.66290115267,1
"166","1002-2012",NA,NA,666.951732768827,5869.62636574966,1
"167","1002-2012",NA,NA,NA,NA,1
"168","1002-2012",0.0516322833520725,NA,666.926888357403,5869.72487006855,1
"169","1002-2012",NA,NA,666.955571180945,5869.68193769944,1
"170","1002-2012",NA,NA,NA,NA,1
"171","1002-2012",3.76593276947417,NA,666.972034867785,5869.70404227421,1
"172","1002-2012",NA,NA,663.981468928808,5867.41520742023,1
"173","1002-2012",NA,NA,NA,NA,1
"174","1002-2012",0.0407976511120284,NA,663.954617020278,5867.42890259158,1
"175","1002-2012",NA,NA,663.971872425405,5867.39193369478,1
"176","1002-2012",NA,NA,NA,NA,1
"177","1002-2012",0.032758693803566,NA,663.95323564216,5867.41392474741,1
"178","1002-2012",NA,NA,663.968940083504,5867.38517579018,1
"179","1002-2012",NA,NA,NA,NA,1
"180","1002-2012",0.0794450755599113,NA,666.943397721817,5869.67886600569,1
"181","1002-2012",NA,NA,666.922891342491,5869.75561891077,1
"182","1002-2012",NA,NA,NA,NA,1
"183","1002-2012",0.620336885496723,NA,663.921833179072,5867.26180055723,1
"184","1002-2012",0.00914696981565677,-2.42359675080914,663.529083087148,5866.78162848723,1
"185","1002-2012",0.0285999711322554,1.49124645256393,663.528786653113,5866.79077065239,1
"186","1002-2012",0.0240628555919427,-2.97445506416369,663.500218448252,5866.79211825017,1
"187","1002-2012",0.0116873253694804,-1.63332148538859,663.524108255385,5866.79499889843,1
"188","1002-2012",0.775457636490153,2.43028858599481,663.52477962779,5866.78333087232,1
"189","1002-2012",0.0084043302251774,-2.92192240430617,663.996435703387,5867.39885917577,1
"190","1002-2012",7.4735328317656,-0.0462318398964099,663.992900452238,5867.39123455998,1
"191","1002-2012",36.3020852133068,-0.0840991407466687,660.539196686513,5860.76359370625,1
"192","1002-2012",NA,NA,641.118166128212,5830.09333184092,1
"193","1002-2012",NA,NA,NA,NA,1
"194","1002-2012",55.5163254172592,NA,647.438294485363,5818.96104437575,1
"195","1002-2012",NA,NA,661.644813982216,5872.62888569269,1
"196","1002-2012",NA,NA,NA,NA,1
"197","1002-2012",0.0222142634148914,NA,663.954363624433,5867.41894005243,1
"198","1002-2012",NA,NA,663.975487123827,5867.41206464172,1
"199","1002-2012",NA,NA,NA,NA,1
"200","1002-2012",0.0505054260441743,NA,664.006644413907,5867.41164313528,1
"201","1002-2012",NA,NA,663.956731168527,5867.4193545551,1
"202","1002-2012",NA,NA,NA,NA,1
"203","1002-2012",3.95420332210713,NA,667.017662610819,5869.60510027071,1
"204","1002-2012",NA,NA,663.972544538908,5867.08260550547,1
"205","1002-2012",NA,NA,NA,NA,1
"206","1002-2012",0.0154160868726613,NA,663.519417735326,5866.81606146486,1
"207","1002-2012",0.0912599589758586,-1.00015589798435,663.53090860359,5866.80578451584,1
"208","1002-2012",0.0201976604939052,-2.74618059707992,663.516454940201,5866.71567640452,1
"209","1002-2012",0.0384568513577187,-2.5261610490121,663.511725282063,5866.73531248924,1
"210","1002-2012",0.0127848598875364,2.72863456335307,663.540662671009,5866.70998351498,1
"211","1002-2012",0.00334975794834856,2.07766667520712,663.53523055284,5866.72155696453,1
"212","1002-2012",0.0546577965175328,2.67311654358841,663.533270376432,5866.71884060911,1
"213","1002-2012",0.0731634629777203,2.66904233161322,663.581821265862,5866.74394610364,1
"214","1002-2012",0.0354836681495878,2.70822034303967,663.508658604366,5866.74360364528,1
"215","1002-2012",0.808934952682745,1.39707730414681,663.540931370293,5866.72885375427,1
"216","1002-2012",0.0122516124194701,-1.80506526889486,663.99929848511,5867.39539358483,1
"217","1002-2012",NA,NA,664.007506228741,5867.38629770932,1
"218","1002-2012",NA,NA,NA,NA,1
"219","1002-2012",0.790395021458583,NA,663.531622260071,5866.71525524022,1
"220","1002-2012",NA,NA,663.972845284699,5867.37103457238,1
"221","1002-2012",NA,NA,NA,NA,1
"222","1002-2012",0.024151687059314,NA,663.951662786291,5867.42714318389,1
"223","1002-2012",NA,NA,663.948791080671,5867.40316283163,1
"224","1002-2012",NA,NA,NA,NA,1
"225","1002-2012",0.827182713480627,NA,663.95075163835,5867.38863261005,1
"226","1002-2012",NA,NA,663.517667031394,5866.68388516259,1
"227","1002-2012",NA,NA,NA,NA,1
"228","1002-2012",0.00865420804341912,NA,663.524792547207,5866.68845783213,1
"229","1002-2012",0.0130420187918703,2.93045208987008,663.531685219573,5866.68322463192,1
"230","1002-2012",0.00821116046353479,-0.131381198469477,663.523181355445,5866.69311293557,1
"231","1002-2012",0.00816735819498402,2.2143553225299,663.518689101663,5866.69998627625,1
"232","1002-2012",0.0688710470277299,2.71731222310655,663.515901180025,5866.6923094779,1
"233","1002-2012",0.0265376305626427,1.81423981097705,663.563974732411,5866.74162635817,1
"234","1002-2012",0.0367148324666131,2.46423130447832,663.541067003827,5866.75502344021,1
"235","1002-2012",0.810535977854279,2.65106520595707,663.554146475427,5866.72071737157,1
"236","1002-2012",0.0190286290339181,2.46464028282365,663.656230278548,5867.52479912645,1
"237","1002-2012",0.00367668213440577,-1.47041407933875,663.642537175547,5867.51158596433,1
"238","1002-2012",0.00608847758901197,-0.303736409495068,663.639731859473,5867.51396255711,1
"239","1002-2012",0.219964615599347,-2.78749602824518,663.636476064019,5867.51910739485,1
"240","1002-2012",0.029859730484952,3.12053864919563,663.811254143792,5867.38555195712,1
"241","1002-2012",0.0170793304787394,3.07313191978152,663.787915326191,5867.40417729195,1
"242","1002-2012",0.166163709260437,0.615563273798353,663.800504746818,5867.39263562752,1
"243","1002-2012",NA,NA,663.965341930559,5867.37168136467,1
"244","1002-2012",NA,NA,NA,NA,1
"245","1002-2012",0.00613778803545822,NA,663.970957193335,5867.37828552032,1
"246","1002-2012",NA,NA,663.969096582789,5867.3841345006,1
"247","1002-2012",NA,NA,NA,NA,1
"248","1002-2012",NA,NA,663.968254438812,5867.38298132348,1
"249","1002-2012",NA,NA,NA,NA,1
"250","1002-2012",0.0850726116591517,NA,663.936140151474,5867.40561657663,1
"251","1002-2012",NA,NA,663.852249024218,5867.41974555473,1
"252","1002-2012",NA,NA,NA,NA,1
"253","1002-2012",0.104729043961564,NA,663.657928970571,5867.53600201093,1
"254","1002-2012",0.0825999673417292,-1.19231948657081,663.554527567447,5867.55262496137,1
"255","1002-2012",0.0556392897902361,-0.607387523700755,663.536576031459,5867.63325062081,1
"256","1002-2012",0.0696171563682944,-2.02660508114213,663.557642353223,5867.68474761738,1
"257","1002-2012",0.0753362840362169,-0.875859520477844,663.603895400502,5867.63271681806,1
"258","1002-2012",0.009151126465268,-1.9945830701358,663.592698360594,5867.5582172745,1
"259","1002-2012",0.00778237905659139,0.0187655367135413,663.585008703487,5867.56317835192,1
"260","1002-2012",0.0319728703007734,0.577311540522526,663.57839118313,5867.56727394078,1
"261","1002-2012",0.0819245016173772,-2.34345441119656,663.546426850484,5867.56653510807,1
"262","1002-2012",0.0612299809450621,2.97287817446912,663.602242660967,5867.62650359367,1
"263","1002-2012",0.0177309668121523,1.98823872312973,663.553592517855,5867.58932464611,1
"264","1002-2012",0.0719984081969877,2.35240557562314,663.569145929377,5867.58081121119,1
"265","1002-2012",0.422477070408264,-2.60226726120027,663.549194156907,5867.6499899475,1
"266","1002-2012",0.0545221621899024,-3.04224900407131,663.858119546239,5867.3618025452,1
"267","1002-2012",0.138276685501992,-2.30596241819371,663.814759524922,5867.39485666327,1
"268","1002-2012",0.0295666828156383,-1.72588609775563,663.950694660862,5867.42019597206,1
"269","1002-2012",0.0053624396814165,-1.70341109223214,663.951557957186,5867.39064189532,1
"270","1002-2012",0.00562898318244884,-3.13504861110986,663.946224165222,5867.39119544986,1
"271","1002-2012",0.00163610332236097,0.916575715030578,663.951826759364,5867.39065103223,1
"272","1002-2012",0.00308586324113324,1.27262939329945,663.952943293688,5867.39184693573,1
"273","1002-2012",0.00890460821213752,0.385706134607004,663.951405865968,5867.39452254182,1
"274","1002-2012",0.446385819495123,0.0866207535604695,663.944390718764,5867.40000704336,1
"275","1002-2012",0.0158174941778456,-1.67531673392571,663.570256143528,5867.64348932087,1
"276","1002-2012",0.0869069050504487,-0.541733864875121,663.58021988906,5867.65577414472,1
"277","1002-2012",0.014311970667129,2.279046000242,663.661928761473,5867.68537938605,1
"278","1002-2012",0.0695995256526318,-0.870474153522514,663.649472689149,5867.69242770263,1
"279","1002-2012",0.0748219382160331,3.07965115393717,663.63664351197,5867.76083461883,1
"280","1002-2012",0.00934006337817005,1.46577949240023,663.645856623525,5867.68658206996,1
"281","1002-2012",0.0137477064053463,-1.31179825373999,663.655195100651,5867.68675420032,1
"282","1002-2012",0.0243226979326309,-2.8408803804484,663.658960367217,5867.67353216571,1
"283","1002-2012",0.0188682724141481,1.70946631846496,663.645668798324,5867.6939019431,1
"284","1002-2012",0.0341306808175559,2.78529125281699,663.631443914855,5867.68150579878,1
"285","1002-2012",0.0268662758193357,3.03335414216736,663.663380583832,5867.69354542285,1
"286","1002-2012",0.00490750074641179,2.11462684744396,663.637364675624,5867.68683950781,1
"287","1002-2012",0.0132650707126681,1.1048552305044,663.640871744242,5867.68340671983,1
"288","1002-2012",0.0179643830684222,3.00710705822462,663.653420374301,5867.68770718314,1
"289","1002-2012",0.0156430297656807,2.77931590263804,663.635798810194,5867.68421439952,1
"290","1002-2012",0.341443596954021,-0.893897751850973,663.651225245375,5867.6816202758,1
"291","1002-2012",0.124884365228308,1.09116641005926,663.817998549668,5867.38367666557,1
"292","1002-2012",0.0173858091170621,1.71457013315807,663.942824196908,5867.387505826,1
"293","1002-2012",0.00278562463827235,0.715977314525778,663.939806769424,5867.40462778529,1
"294","1002-2012",0.00309202738551801,-1.06230512710192,663.93764140727,5867.40638018689,1
"295","1002-2012",0.0127627276352733,-1.62145666657081,663.938170275021,5867.40942664915,1
"296","1002-2012",0.00887471630672921,2.86692470163179,663.950618251545,5867.4066097187,1
"297","1002-2012",NA,NA,663.942818139541,5867.41084278405,1
"298","1008-2013",0.973840823243088,NA,663.904808044637,5867.13537289323,1
"299","1008-2013",0.427193318346644,2.83997154098445,663.198061622135,5866.46539121938,1
"300","1008-2013",0.00568585028501578,-1.32554379970615,663.581401608403,5866.65392393848,1
"301","1008-2013",4.84093027653821,1.37716599409683,663.585074662875,5866.64958371218,1
"302","1008-2013",0.00504403281189899,-2.56186574058428,667.813035884924,5869.00732624417,1
"303","1008-2013",0.0170524878829784,-1.85056598768019,667.810696066481,5869.00285774144,1
"304","1008-2013",4.19088569214625,1.3415323536165,667.798360953343,5869.01463196442,1
"305","1008-2013",4.18977798135574,3.14030937973551,664.291451433961,5866.7200495389,1
"306","1008-2013",0.00129272784267115,0.181264528353107,667.800374938919,5869.00952445019,1
"307","1008-2013",0.00172545068157514,-0.463660435204789,667.801312510434,5869.01041445296,1
"308","1008-2013",0.00141992095731637,-2.26141575017931,667.802963066109,5869.01091729092,1
"309","1008-2013",0.0187526664552874,-2.54225113956035,667.802416794491,5869.0096066564,1
"310","1008-2013",0.025337011091619,2.74992731366249,667.798609698442,5869.02796880548,1
"311","1008-2013",0.00992848359543135,2.86832871470056,667.793893567156,5869.00307458453,1
"312","1008-2013",0.00854836950771657,-2.38950484882412,667.798305674605,5869.01196885765,1
"313","1008-2013",0.00680247815558727,1.79531350848728,667.8007631692,5869.00378134634,1
"314","1008-2013",0.00885702960622913,1.56396511729814,667.806679583539,5869.00713839123,1
